domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,best_site_name,scraping_status_code
neworigin.shop,2018-10-02,2024-12-12,2025-10-02,GoDaddy.com LLC,abuse@godaddy.com,https://godaddy.com,,200
tadano.com,1998-11-04,2024-11-01,2025-11-03,"Japan Registry Services Co.,Ltd.(JPRS)",gtld-abuse@jprs.jp,https://jprs.jp,,Error
dbkjcoins.com,1999-08-06,2024-07-23,2025-08-06,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
gon.com,1996-03-07,2025-03-09,2026-03-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
lmetb.ie,2011-12-20,,2027-12-20,Blacknight Solutions,,,,Error
thinkers.ca,2001-01-04,2024-12-05,2026-01-04,Go Get Canada Domain Registrar Ltd.,abuse@namecheap.com,https://namecheap.com,,Error
madima.com.mx,2023-10-16,2024-12-02,2025-10-16,InterNetX GmbH,,,,Error
bdiwlaw.com,2018-03-27,2024-06-19,2031-03-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
asesoriainfante.com,2010-01-27,2025-01-28,2026-01-27,"Arsys Internet, S.L. dba NICLINE.COM",abuse@nicline.com,https://nicline.com,,Error
gld-law.com,1997-07-24,2021-07-16,2026-07-23,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
his-oc.org,2019-09-20,2024-09-11,2025-09-20,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
limitless-nights.com,2024-09-10,2025-01-10,2025-09-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
shealon.com,2002-04-18,2025-02-16,2026-04-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
dtmt.de,,2023-06-19,,,,,,200
caribbean.jajo.com,1997-11-03,2025-01-22,2025-11-02,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,,Error
absolute-hideaway.com,2013-06-14,2025-01-20,2025-06-14,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,,Error
euchner.hu,,,,,,,,Error
lostangelsbeauty.com,2023-06-09,2024-06-09,2025-06-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
csb.co.jp,,,,,,,,200
solidrockrealtors.com,2009-01-13,2023-03-15,2029-01-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
fidelity-energy.co.uk,2014-10-24,2024-10-09,2025-10-24,Squarespace Domains LLC t/a SQUARESPACE DOMAINS [Tag = SQUARESPACE],,,,200
wayspharmacy.co.uk,2020-11-16,2024-11-22,2026-11-16,"GoDaddy.com, LLC. [Tag = GODADDY]",,,,200
windstream.com,1997-05-20,2024-08-23,2025-05-21,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,Error
bilmatic.com,2011-02-24,2025-02-25,2026-02-24,IONOS SE,abuse@ionos.com,https://ionos.com,,200
landenair.com,2012-03-28,2024-03-29,2025-03-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
nasaintl.com,2005-06-03,2023-09-18,2025-06-03,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
concertocloud.com,2011-06-21,2025-02-25,2026-06-21,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,Error
adil24.org,2006-01-06,2025-02-20,2026-01-06,OVH sas,abuse@ovh.net,https://ovh.net,,Error
synbiosys.co,2017-05-10,2024-06-19,2026-05-09,"Network Solutions, LLC",abuse@web.com,https://web.com,,200
co-opinsurance.com,1997-12-30,2024-12-04,2025-12-29,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
hannibal60.com,2012-01-13,2024-01-14,2027-01-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
laserstar.ch,,,,,,,,200
dmckenzie.com,2000-02-01,2022-09-04,2025-05-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
marketinghues.com,2019-01-11,2024-12-20,2026-01-11,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
northshoreland.org,2004-01-16,2024-05-07,2030-01-16,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
students.rj.nsw.edu.au,,2024-12-12,,Education Services Australia Limited,,,,Error
roimich.com,2015-10-29,2023-10-10,2025-10-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
schipper-techniek.nl,2000-03-23,2019-03-05,,Registrar.eu,,,,Error
colegioamaliaerrazuriz.cl,,,,NIC Chile,,,,200
adnas.com,2002-10-15,2024-10-16,2026-10-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
proditec.com,2000-04-12,2024-04-13,2025-04-12,"OVH, SAS",abuse@ovh.net,https://ovh.net,,200
gov2x.com,2020-12-02,2023-02-12,2025-12-02,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
spscorporate.com,2014-08-05,2024-07-29,2025-08-05,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
bkaufman.net,2005-08-25,2022-09-03,2026-12-26,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,,200
hhsgroup.net,2012-09-20,2023-11-27,2025-12-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
janemount.com,1999-11-08,2024-10-07,2025-11-08,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,,200
montanacommercial.net,2003-06-02,2024-05-25,2026-06-02,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
theimpacttrust.com,2016-03-09,2022-09-21,2026-03-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
daifuku.com.my,2002-01-06,2024-12-23,2026-01-06,QINETICS SOLUTIONS SDN BHD (Webnic.cc),compliance_abuse@webnic.cc,https://webnic.cc,,Error
gtexcavating.com,2012-01-04,2024-01-04,2026-01-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
klinkau.com,2003-09-01,2024-09-02,2025-09-01,HTTP.NET INTERNET GMBH,abuse@http.net,https://http.net,,Error
elee.com.my,2017-11-12,2024-12-27,2025-11-12,Exabytes Network Sdn Bhd,domain@exabytes.my,https://exabytes.my,,Error
irfcuemail.com,2017-11-14,2024-10-15,2025-11-14,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,Error
nexia-ks.com,2019-12-13,2024-12-10,2026-12-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hentonkirkman.co.uk,2016-06-20,2024-07-15,2027-06-20,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,Error
fan12.de,,2021-07-24,,,,,,200
smcjpn.co.jp,,,,,,,,Error
karimi.ir,,,,,,,,Error
sue-davis.co.uk,2009-08-05,2024-08-04,2025-08-05,Ionos SE [Tag = 1AND1],,,,200
lawhun.net,2004-04-02,2025-01-29,2026-04-02,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
ieejosegranda.edu.pe,,,,NIC.PE,,,,200
developmindformation.com,2024-10-22,2024-10-22,2025-10-22,"OVH, SAS",abuse@ovh.net,https://ovh.net,,Error
barkermgt.com,1999-04-16,2024-03-09,2029-04-16,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
ideatormarketing.com,2019-06-27,2023-06-28,2025-06-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ptc-me.net,2000-12-11,2024-12-07,2025-12-11,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
emporiodoce.com.br,2014-03-25,2024-08-13,2025-03-31,,,,,Error
hantim.sk,2009-12-13,2024-12-02,2025-12-13,"INTERNET CZ, a.s.",domain@forpsi.com,https://forpsi.com,,Error
fundwithlegacy.com,2022-05-12,2024-06-07,2025-05-12,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
aliadodigital.mx,2022-07-10,2024-06-20,2025-07-10,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,,,200
sfrench-law.com,2008-10-18,2024-10-08,2025-10-18,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
deanchevy.com,1999-01-23,2024-12-22,2026-01-23,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,200
springcreeknurseryokc.com,2024-01-12,2025-01-13,2026-01-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
pinewoodmanor.org,2015-10-21,2024-09-27,2025-10-21,"eNom, LLC",,,,200
effingham.k12.ga.us,,,,,,,,Error
autoiqinc.com,2007-02-13,2024-02-14,2026-02-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
beachbody.com,1999-08-17,2024-08-02,2025-08-17,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,200
students.seku.ac.ke,2013-02-11,2025-02-18,2026-02-11,Kenya Education Network,billing@kenet.or.ke,https://kenet.or.ke,,Error
inyourbizness.com,2002-11-07,2024-11-02,2028-11-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
suedoepp.com,2007-01-03,2025-01-04,2026-01-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
offerdahl.com,1999-11-27,2024-11-28,2026-11-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
telsud.es,,,,,,,,200
educacaocaraguatatuba.com.br,2024-07-26,2025-02-28,2027-03-26,,,,,Error
ctsbenelux.be,2005-11-10,,,,,,,200
onecranesource.com,2000-03-16,2023-05-16,2030-03-16,FastDomain Inc.,domain.operations@web.com,https://web.com,,200
nexus.com,1996-10-21,2023-10-16,2032-10-20,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
viljandimaa.ee,,,2025-11-16,Telia Eesti AS,,,,Error
nutechdigital.com,1996-09-25,2024-08-28,2025-09-24,"easyDNS Technologies, Inc.",abuse@easydns.com,https://easydns.com,,200
trendmerge.co,2024-08-31,2024-09-05,2025-08-31,Dynadot Inc,abuse@dynadot.com,https://dynadot.com,,Error
grupoperis.com,2002-01-24,2025-01-25,2026-01-24,IONOS SE,abuse@ionos.com,https://ionos.com,,200
beecherdevelopment.com,2009-06-02,2024-06-02,2025-06-02,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,,200
csagroup.com,1996-03-31,2022-01-27,2027-04-01,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
tono.com,1997-02-21,2025-02-23,2026-02-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
decowebsite.com,2005-04-04,2025-03-10,2026-04-04,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
evolvdhealth.com,2019-06-30,2024-07-03,2025-06-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
cristianbiz.ro,2016-12-20,,2025-12-18,CYBER_FOLKS S.R.L.,,,,200
bkk-linde.de,,2021-06-17,,,,,,200
kabe-labortechnik.de,,2007-10-23,,,,,,200
acehr.co.uk,2023-06-17,2024-06-12,2025-06-17,Tucows Inc t/a Tucows [Tag = TUCOWS-CA],,,,200
coopergrading.com,2016-05-20,2024-05-13,2025-05-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
b2bscaler.com,2022-09-17,2024-09-17,2025-09-17,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,,Error
jardiland.com,2000-01-12,2025-01-14,2026-01-12,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,200
crocodilepools.com,2017-12-22,2024-01-02,2033-12-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
grupomadero.com.co,2011-10-31,2024-10-30,2025-10-30,Tucows Domains Inc.,compliance@tucows.com,https://tucows.com,,200
adq.com.pl,2007-02-08,2025-01-30,2026-02-08,home.pl S.A.,,,,200
tollivercpa.com,2019-02-02,2025-02-10,2027-02-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
otvet.co.ua,,,,,,,,200
nosmarina.com,2003-10-12,2024-06-12,2031-10-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
s7systems.com,2016-03-21,2025-02-23,2026-03-21,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,200
maximsmt.com,2008-04-03,2022-09-30,2032-04-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
funlec.edu.br,2008-02-07,2024-05-07,,,,,,Error
bulletsmail.com,2024-10-11,2024-10-11,2025-10-11,"NICENIC INTERNATIONAL GROUP CO., LIMITED",abuse@nicenic.net,https://nicenic.net,,Error
redsandfalcon.co.om,,,,Gulf Cyber Technology Solutions ENT (GulfCyberTech),rsfroshan@gmail.com,https://gmail.com,,200
roopartners.com,2022-01-14,2024-12-15,2026-01-14,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
caseengineeringinc.com,2017-10-06,2023-10-11,2026-10-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
monogrammarkets.com,2012-09-23,2024-08-24,2025-09-23,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
bilmoradv.com,2001-02-27,2023-02-27,2033-02-27,"Register.com, Inc.",domain.operations@web.com,https://web.com,,200
seaplasticsurgery.com,2011-05-27,2024-08-13,2025-05-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
raproptax.com,2003-03-17,2024-03-18,2025-03-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hollywoodmusiccenter.com,1998-08-05,2022-10-02,2025-08-04,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
allonblack.net,2024-12-18,2024-12-18,2027-12-18,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com,,200
spiresandassociates.com,2002-09-18,2024-07-20,2025-09-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
gulfasian.com,2010-04-27,2024-04-18,2027-04-27,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
premiumlawnsllc.com,2021-10-26,2024-10-12,2025-10-26,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
invictusfilms.com,2004-08-06,2023-08-06,2025-08-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
seattlereconomy.org,2023-08-03,2024-07-07,2025-08-03,"DreamHost, LLC",domain-abuse@dreamhost.com,https://dreamhost.com,,200
iconhomeperformance.com,2020-03-06,2025-02-20,2026-03-06,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
uroki.live,2020-04-17,2024-07-27,2025-04-17,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,,200
20hotmail.com,2024-06-07,2024-06-25,2025-06-07,DropCatch.com 1391 LLC,support@namebright.com,https://namebright.com,,Error
alphastruxure.com,2019-04-02,2024-03-31,2025-04-02,Nameshield SAS,abuse@nameshield.net,https://nameshield.net,,200
heydaybooks.com,1996-09-23,2024-07-24,2027-09-22,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
sobwh.net,2022-09-26,2024-09-12,2025-09-26,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
chinesemutualaid.org,2002-10-25,2024-09-30,2026-10-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
cabodelsol.com,1997-06-25,2024-11-26,2025-06-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
askgoglobal.com,2024-08-20,2024-08-20,2025-08-20,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),DomainAbuse@service.aliyun.com,https://service.aliyun.com,,Error
nightview.biz,2004-12-29,2024-06-06,,"Wild West Domains, Inc.",abuse@wildwestdomains.com,https://wildwestdomains.com,,200
medtronic.co,2010-07-30,2024-06-02,2026-06-29,"MarkMonitor, Inc.",registry.admin@markmonitor.com,https://markmonitor.com,,Exception
devoranschool.co.uk,2007-01-16,2024-12-24,2027-01-16,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,,,Error
liscianigiochi.it,2000-06-20,2024-04-18,2025-04-02,Register S.p.a.,,,,Error
catalystexhibit.com,1998-09-17,2022-10-30,2026-09-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
wrightwoodequity.com,2025-01-20,2025-02-07,2026-01-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ljbates.com,2020-11-10,2024-10-11,2025-11-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
aggengr.com,2000-02-03,2025-01-27,2030-02-03,"GKG.Net, Inc.",abuse@gkg.net,https://gkg.net,,200
fluid.contitech.us,2002-04-29,2024-04-24,2026-04-28,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
oasecurities.com,2008-12-22,2025-03-08,2025-12-22,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
wmfs.net,1999-07-06,2020-02-24,2028-07-06,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
frontenac.net,1996-07-18,2024-06-18,2025-07-17,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
acceldevgroup.com,2008-12-19,2024-12-04,2025-12-19,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,,200
giachinobike.it,2018-03-06,2025-03-07,2025-03-06,Aruba s.p.a.,,,,200
ditogergedavacoaching.com,2025-01-07,2025-02-11,2026-01-07,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com,,200
demchuk.net,2002-10-25,2022-09-28,2031-10-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
ditchenlaw.com,2002-04-11,2024-04-21,2032-04-11,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
ismart.today,2025-02-25,2025-03-02,2026-02-25,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,,200
jcdrewhomes.com,2009-02-18,2024-02-28,2026-02-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
sffny.org,1997-07-11,2024-12-31,2029-07-10,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,,200
san.lu,,,,OVH,,,,200
evrealestate.com,2016-10-22,2024-12-11,2025-11-06,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com,,200
willtreasure.co.uk,2017-01-07,2023-12-08,2026-01-07,Hosting Concepts B.V. [Tag = REGISTRAR-EU],,,,200
tsk.ee,,,2026-12-19,Spin TEK AS,,,,200
silverbulletconstruction.com,2010-09-01,2024-09-02,2026-09-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
pollardsprint.co.uk,2004-07-05,2024-06-28,2027-07-05,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,Error
bennett.kent.sch.uk,,,,,,,,Error
workwithbeetween.com,2024-12-09,2024-12-09,2025-12-09,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
johnmancini.com,2003-01-20,2024-01-17,2026-01-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
jamierissman.com,2020-07-13,2024-09-13,2025-07-13,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
pulsetv.com,1998-01-02,2024-12-05,2026-01-01,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
creolegal.au,,2024-12-29,,Synergy Wholesale Accreditations Pty Ltd,,,,200
1hot.media,2023-07-05,2023-07-10,2025-07-05,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,,Error
leadzolo.com,2022-01-13,2022-11-22,2026-01-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
gimnasiogalvez.com,2004-11-24,2024-11-16,2025-11-24,"Interdominios, Inc.",abuse@interdominios.com,https://interdominios.com,,200
micheleroot.com,2015-07-18,2024-06-18,2027-07-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
melianthealth.com,2023-09-02,2023-09-02,2025-09-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ronscomiccloset.com,2018-12-03,2024-12-05,2026-12-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
finnasensors.com,2019-03-11,2021-02-23,2026-03-11,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
spanishtrail.biz,2004-08-23,2024-08-05,,Name106 Inc.,abuse@newfrontier.domains,https://newfrontier.domains,,Error
peterbell.net,1999-12-27,2024-12-24,2025-12-27,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
mtanthonycc.com,2006-12-22,2023-10-23,2025-12-22,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
frontlineed.com,2016-02-16,2025-02-17,2026-02-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
tavistock.com,1996-08-20,2023-08-23,2027-08-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ats-india.com,2006-03-22,2024-03-16,2027-03-22,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,Error
sierraskypm.com,2022-08-24,2024-08-10,2025-08-24,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
christyco.com,1997-05-29,2022-10-31,2030-11-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
bkbcleaning.com,2018-05-18,2023-08-28,2027-05-18,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
anetcorp.com,2000-06-12,2024-06-06,2025-06-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
techmagnate.com,2006-09-19,2023-08-31,2025-09-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
sdweddingplanner.com,2003-12-27,2024-12-26,2025-12-27,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
lionhousedesign.com,2018-01-04,2024-12-05,2026-01-04,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
e-l.com.au,,2024-12-04,,Web Address Registration Pty Ltd,,,,Error
almawines.cz,2022-09-18,2024-12-11,2025-09-18,REG-INTERNET-CZ,,,,200
amenageo.fr,2007-02-07,2024-10-31,2025-09-13,OVH,support@ovh.net,https://ovh.net,,200
vocalviews.com,2014-02-11,2024-08-08,2034-02-11,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
dentalatwellington.co.za,2020-05-08,2025-01-31,2025-05-08,DIAMATRIX C.C.,abuse@domains.co.za,https://domains.co.za,,200
vajotec.de,,2020-10-20,,,,,,Error
callanwolde.org,1998-07-14,2024-06-30,2025-07-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
vtu-valmiera.lv,,2025-03-10,,,,,,200
v-sf.com,2012-07-07,2023-06-07,2025-07-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
abstraxtech.com,2017-10-31,2025-02-23,2025-10-31,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
getbaby.org,2024-08-12,2024-08-17,2025-08-12,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,,Error
serveelectric.com,2017-06-16,2024-07-22,2028-06-16,"easyDNS Technologies, Inc.",abuse@easydns.com,https://easydns.com,,200
