Unnamed: 0,domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,Unnamed: 0.1
,smartrvguide.com,2014-09-05,2024-08-30,2025-09-05,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,smkw.com,2002-02-17,2023-10-11,2028-02-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,smokedmeatsunday.com,2017-11-10,2024-05-01,2025-11-10,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,snmnews.com,2014-02-28,2025-01-13,2026-02-28,"Gabia, Inc.",abuse@gabia.com,https://gabia.com,
,socoto.com,2006-10-18,2025-01-18,2025-10-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,socradar.io,2020-05-08,2024-05-02,2033-05-08,"Cloudflare, Inc",,,
,soeidental.com,1997-04-22,2024-03-19,2025-04-23,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,sofeh.com,2002-12-23,2024-05-07,2026-12-23,CSL Computer Service Langenbach GmbH d/b/a joker.com,abuse@joker.com,https://joker.com,
,solactive.com,2009-07-07,2024-06-22,2025-07-07,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,sonar-cdn.com,2023-05-22,2025-02-23,2025-05-22,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com,
,sonovente.com,1998-12-21,2023-06-16,2032-12-21,EuroDNS S.A.,legalservices@eurodns.com,https://eurodns.com,
,soolakhi.com,2019-06-07,2024-06-14,2025-06-07,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,
,sorryonmute.com,2020-05-08,2024-05-09,2025-05-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,sortext.com,2012-07-10,2024-07-11,2025-07-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,soundbible.com,2006-12-13,2022-09-05,2026-12-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,southtahoenow.com,2010-04-25,2024-04-26,2025-04-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,spacesurvival.online,2023-01-03,2024-12-12,2026-01-03,NAMECHEAP INC,,,
,spark.re,,,2026-10-23,101domain GRS Ltd,registrar@101domain.com,https://101domain.com,
,sparknet.net,1996-04-05,2024-03-06,2025-04-06,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,
,specialprojects.jp,2020-07-29,,2025-07-31,,,,
,sportbild.de,,2020-03-19,,,,,
,sportgigant.at,,,,,,,
,sportnieuws.nl,1999-08-31,2024-09-03,,Registrar.eu,,,
,sportscardinvestor.com,2019-05-14,2023-10-25,2027-05-14,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,sportsplus.ph,,,,,,,
,springsguide.com,1999-12-13,2024-12-12,2025-12-13,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,
,sql-practice.com,2021-05-06,2024-05-08,2025-05-06,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
,srch4250.cloud,,,,,,,
,srch6143.cloud,,,,,,,
,srch8794.cloud,,,,,,,
,srch9858.cloud,,,,,,,
,srmurban.com,2013-08-21,2023-08-22,2028-08-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,ssfshop.com,2011-11-02,2024-11-03,2025-11-02,"Netpia.com, Inc.",cs@ibi.net,https://ibi.net,
,stansonhealth.com,2013-02-15,2023-02-14,2026-02-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,staplesroot.com,2003-06-10,2024-05-09,2026-06-10,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,stateful.com,2002-05-02,2024-05-03,2025-05-02,1API GmbH,abuse@1api.net,https://1api.net,
,static-voltent.com,2022-11-03,2024-09-29,2025-11-03,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,statsmedic.com,2018-02-06,2023-02-07,2028-02-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,statsy.com,2021-10-10,2024-09-10,2025-10-10,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
,stellargroup.com,1996-08-09,2024-05-16,2028-08-08,Dreamscape Networks International Pte Ltd,abuse@dreamscapenetworks.com,https://dreamscapenetworks.com,
,stgpresents.org,2007-12-17,2025-01-31,2029-12-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,still-salesinfo.com,2002-10-17,2024-10-18,2025-10-17,"COREhub, S.R.L.",abuse@corehub.net,https://corehub.net,
,stmichaelsn6.com,2007-09-26,2022-09-22,2025-09-26,"Register.com, Inc.",domain.operations@web.com,https://web.com,
,stockity.id,2022-03-22,2025-03-05,2026-03-22,PT Jagat Informasi Solusi (int),,,
,stonkstutors.com,2020-09-24,2022-08-25,2025-09-24,Dynadot Inc,abuse@dynadot.com,https://dynadot.com,
,storellet.com,2014-04-17,2024-04-18,2025-04-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,storista.io,2020-02-06,2025-01-12,2026-02-06,"Cloudflare, Inc",,,
,streamalloha.live,2019-11-22,2025-01-06,2025-11-22,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,
,stronglifts.com,2007-03-25,2025-01-25,2028-03-25,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,subscribestar.com,2016-10-17,2024-10-18,2026-10-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,sunearthinc.com,1998-06-23,2022-10-25,2028-06-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,supportlacountyfire.org,2019-11-20,2024-08-02,2025-11-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,surftech.com,1995-06-30,2023-01-12,2027-06-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,suumo.jp,2021-04-02,,2025-04-30,,,,
,swagtrk.com,2021-06-09,2024-05-10,2025-06-09,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,swedbank.lv,,2025-03-08,,,,,
,swishmail.com,2000-06-28,2022-03-18,2029-06-28,"GKG.Net, Inc.",abuse@gkg.net,https://gkg.net,
,swisscard.ch,,,,,,,
,switch.com.my,2006-04-16,2024-07-24,2026-04-16,Exabytes Network Sdn Bhd,domain@exabytes.my,https://exabytes.my,
,swncgbc.ru,,,,,,,
,symfacthosting.ch,,,,,,,
,symphonygold.com,2014-09-18,2024-08-19,2025-09-18,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,taktcph.com,2018-05-20,2024-05-13,2026-05-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,talantix.ru,2017-06-07,,2025-06-07,RU-CENTER-RU,,,
,tamlex.co.uk,1997-07-25,2024-12-09,2025-07-25,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,
,tarrytech.com,2002-03-12,2024-03-14,2025-03-12,"Register.com, Inc.",domain.operations@web.com,https://web.com,
,taxation.co.uk,1996-08-01,2023-10-19,2025-11-21,Markmonitor Inc. [Tag = MARKMONITOR],,,
,taximail.com,2009-12-21,2024-12-09,2025-12-21,CNOBIN INFORMATION TECHNOLOGY LIMITED,abuse@ordertld.com,https://ordertld.com,
,tcia.org,2004-02-08,2022-12-15,2026-02-08,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,teaforturmeric.com,2016-11-01,2024-10-17,2025-11-01,FastDomain Inc.,domain.operations@web.com,https://web.com,
,teamkse.com,2015-08-24,2024-07-21,2025-08-24,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,teamsportswear.com,1998-03-17,2025-02-27,2026-03-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,teamucc.com,2002-08-01,2024-08-02,2025-08-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,techgenix.com,2004-11-16,2024-11-17,2025-11-16,THE NAME IT CORPORATION DBA NAMESERVICES.NET,abuse@ait.com,https://ait.com,
,techlicious.com,2008-09-02,2024-09-03,2025-09-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,technistock.net,1999-07-28,2020-06-04,2025-07-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,tehrantimes.com,1998-09-11,2024-08-19,2029-09-10,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,
,telanganatoday.com,2009-06-09,2024-06-05,2026-06-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,telepathy.com,1998-04-02,2024-12-16,2032-02-23,Dynadot Inc,abuse@dynadot.com,https://dynadot.com,
,tessi-post.com,2016-09-23,2024-09-24,2025-09-23,"OVH, SAS",abuse@ovh.net,https://ovh.net,
,teufelberger.com,1997-04-23,2024-04-25,2025-04-24,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,th.com.br,2001-11-05,2024-08-05,2028-01-02,,,,
,the-ies.org,2014-08-21,2024-07-06,2026-08-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,the55group.co.uk,2021-08-16,2024-08-22,2025-08-16,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,
,theartisanfoodcompany.com,2019-02-12,2025-02-13,2026-02-12,IONOS SE,abuse@ionos.com,https://ionos.com,
,thebahnsengroup.com,2011-03-23,2022-09-09,2027-03-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thebestandbrightest.com,2009-10-11,2024-10-12,2025-10-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,theenglishwoodworker.com,2010-04-01,2024-04-02,2025-04-01,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,
,thegoldensource.com,2004-09-30,2024-08-28,2025-09-30,"Register.com, Inc.",domain.operations@web.com,https://web.com,
,thehomebuild.com,2018-12-27,2025-01-24,2025-12-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thehousepartyapp.com,2016-07-18,2025-01-20,2026-07-18,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,theinfluhub.com,2023-03-16,2023-05-29,2026-03-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thelawdictionary.org,2012-03-23,2024-08-21,2025-03-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,theliterarylink.com,1999-12-07,2024-07-16,2026-12-07,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,thelivingroomcinemachippy.co.uk,2023-02-14,2025-02-14,2026-02-14,34SP.com Limited [Tag = 34SP],,,
,themenustar8.com,2021-10-20,2024-10-21,2025-10-20,IONOS SE,abuse@ionos.com,https://ionos.com,
,themojomilan.com,2017-09-19,2024-09-27,2025-09-19,Realtime Register B.V.,rtr-security-threats@realtimeregister.com,https://realtimeregister.com,
,thepalatablelife.com,2017-07-17,2024-06-25,2026-07-17,Automattic Inc.,domainabuse@automattic.com,https://automattic.com,
,thepeninsulaqatar.com,2001-03-20,2024-04-24,2030-03-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,theplace.bz,,,,,,,
,thestackteam.com,2016-07-27,2023-07-24,2028-07-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,thestockdork.com,2017-07-14,2021-03-30,2026-07-14,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,threadfellows.com,2016-07-12,2023-05-08,2028-07-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,thruinc.com,2005-11-16,2024-09-06,2026-11-16,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,thsaudit.de,,2019-03-20,,,,,
,tigertough.com,2012-12-05,2022-12-09,2032-12-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tignuget.net,2023-05-22,2024-04-22,2025-05-22,URL SOLUTIONS INC.,abuse@pananames.com,https://pananames.com,
,timesys.com,1996-11-11,2020-07-16,2025-11-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,tinxe.vn,,,,,,,
,tipsscore.com,2020-02-16,2025-02-24,2026-02-16,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com,
,titan.com,1992-04-07,2025-03-04,2026-04-08,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,tl9e1.top,,,,,,,
,tld.sk,2003-06-10,2024-06-04,2025-06-10,"SK-NIC, a.s.",hostmaster@sk-nic.sk,https://sk-nic.sk,
,tmems.eu,,,,,,,
,tmxscripts.com,2016-03-01,2025-03-02,2026-03-01,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,
,tradewindapps.com,2013-07-16,2024-07-17,2025-07-16,Rebel.com,abuse@rebel.com,https://rebel.com,
,tntph.com,2015-06-03,2023-04-19,2025-06-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,tntsupport.net,2005-01-08,2024-12-19,2026-01-08,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,toddshelton.com,2001-08-30,2024-07-16,2025-08-30,"DNC Holdings, Inc",abuse@directnic.com,https://directnic.com,
,togetherweserved.com,2003-08-03,2024-07-04,2027-08-03,"Register.com, Inc.",domain.operations@web.com,https://web.com,
,toky.co,2014-12-13,2024-08-02,2027-12-12,"MarkMonitor, Inc.",registry.admin@markmonitor.com,https://markmonitor.com,
,tonic.to,,,,,,,
,topdbltj.ws,,,,,,,
,topontiki.gr,,,,,,,
,topresultssearch.com,2021-12-15,2024-08-02,2025-12-15,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,torfs.nl,2011-05-05,2024-08-07,,Combell,,,
,tori.ng,2013-05-30,2024-05-19,2025-05-30,Upperlink Limited,info@upperlink.ng,https://upperlink.ng,
,torlock.com,2010-06-06,2024-07-03,2025-06-06,TLD Registrar Solutions Ltd.,abuse@tldregistrarsolutions.com,https://tldregistrarsolutions.com,
,torontolife.com,1996-09-04,2024-08-19,2025-09-03,easyDNS Technologies Inc.,abuse@easydns.com,https://easydns.com,
,totozak.net,2023-04-21,2024-10-22,2025-04-21,Danesco Trading Ltd.,abuse@danesconames.com,https://danesconames.com,
,townandcountrycollective.co.uk,2016-07-18,2024-07-19,2034-07-18,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,
,track-mixer.ru,2024-12-28,,2025-12-28,REGRU-RU,,,
,trafficdataonline.com,2007-02-08,2022-09-07,2028-01-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,trainsplit.com,2013-02-02,2025-01-08,2026-02-02,Register SPA,abuse@register.it,https://register.it,
,transnetyx.com,2000-12-05,2023-01-19,2026-12-05,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
,travelata.ru,2011-05-16,,2025-05-16,REGRU-RU,,,
,tripbeat.com,2005-05-30,2024-05-15,2025-05-30,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,trisonworld.com,2017-05-11,2022-07-18,2027-05-11,"10DENCEHISPAHARD, S.L",abuse@cdmon.com,https://cdmon.com,
,triton-grupa.hr,2008-09-08,2024-09-28,2025-09-28,,,,
,troomi.com,2012-12-20,2024-11-22,2027-12-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,trunc.ph,,,,,,,
,tshinc.com,1998-02-26,2025-01-21,2026-02-25,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,tulix.tv,2011-06-01,2024-06-11,2025-06-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,turbifysites.com,2022-08-09,2024-07-08,2025-08-09,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,tvnihon.com,2004-01-09,2024-11-30,2026-01-09,"DreamHost, LLC",domain-abuse@dreamhost.com,https://dreamhost.com,
,twenix.com,2016-11-05,2024-09-24,2025-11-05,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,twincn.com,2017-07-29,2023-08-01,2025-07-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,twistedfood.co.uk,2016-03-18,2024-06-25,2025-03-18,"GoDaddy.com, LLC. [Tag = GODADDY]",,,
,txknxnp.org,2021-11-11,2024-10-21,2025-11-11,Dynadot Inc,abuse@dynadot.com,https://dynadot.com,
,tz-uk.com,2002-09-24,2024-09-24,2025-09-24,NETISTRAR,abuse@netistrar.com,https://netistrar.com,
,u-bahn-muenchen.de,,2021-02-14,,,,,
,ubpages.com,2015-12-14,2024-10-15,2025-12-14,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,ucpa.com,1997-03-11,2025-02-05,2026-03-12,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,udxennsf.ru,2022-10-09,,2025-10-09,RU-CENTER-RU,,,
,ukelectricalsupplies.com,2010-04-28,2022-11-28,2027-04-28,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,umfworldwide.com,2011-08-08,2023-07-24,2026-08-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,underdognetwork.com,2017-07-12,2024-06-27,2025-07-12,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,usccreditunion.org,2000-05-08,2024-05-12,2025-05-08,Tucows Domains Inc.,,,
,useboomerang.com,2015-03-22,2024-03-23,2025-03-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,used-auto-parts.biz,2001-11-07,2024-06-11,,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,useusmailnow.live,2023-07-28,2024-09-16,2025-07-28,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com,
,utcaus.com,2012-11-16,2024-10-16,2025-11-16,Corsearch Domains LLC,domains-abuse@corsearch.com,https://corsearch.com,
,utmsimple.com,2021-08-25,2024-08-07,2029-08-25,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,uuwlalbe.ru,,,,,,,
,v-speed.eu,,,,OVH SAS,,,
,vacd.biz,,,,,,,
,vaco.info,2025-02-25,2025-03-07,2026-02-25,Domain Science Kutatasi Szolgaltato,abuse@namerider.com,https://namerider.com,
,vaopticalpos.com,2015-11-04,2024-10-13,2025-11-04,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,vastgoedjournaal.nl,2005-08-30,2021-03-23,,team.blue nl B.V.,,,
,vci.de,,2012-12-07,,,,,
,venclextahcp.com,2016-07-11,2024-11-05,2025-07-11,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,verpeliculasonline.org,2017-04-23,2024-04-20,2025-04-23,"Namesilo, LLC",abuse@namesilo.com,https://namesilo.com,
,vertiwiz.co,2021-04-02,2024-04-08,2025-04-02,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,verygoodvault.io,2017-02-09,2025-01-11,2026-02-09,Gandi SAS,,,
,vf30hp.com,,,,,,,
,vfccu.org,2016-05-10,2024-03-16,2025-05-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,viamichelin.at,,,,,,,
,vibra.co,2015-06-09,2024-07-07,2025-06-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,vidi.buzz,,,,,,,
,vikingelectric.com,1997-10-24,2024-10-24,2034-10-23,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,vikinghostcdn.com,2016-12-07,2024-10-06,2027-12-07,"DNC Holdings, Inc",abuse@directnic.com,https://directnic.com,
,vilagale.com,2000-07-16,2018-07-12,2027-07-16,DomainRegistry.com LLC,info@domainregistry.com,https://domainregistry.com,
,virtuemap.com,2021-07-01,2024-05-29,2025-07-01,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,
,visa.com.br,2024-03-11,2024-03-11,2025-07-04,,,,
,visiativ.co.uk,2018-06-20,2024-05-20,2025-06-20,Gandi [Tag = GANDI],,,
,visiticeland.com,1999-04-05,2022-11-13,2030-04-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,vita4you.gr,,,,,,,
,vitallinks.com,2011-03-01,2025-03-02,2026-03-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,vivek2024.com,2022-12-09,2024-12-09,2025-12-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,vivintcdn.com,2015-03-09,2023-10-14,2025-03-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,vnetcic.com,2021-01-13,2025-01-14,2026-01-13,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,
,vnpt.com.vn,,,,,,,
,vomo.org,2015-01-07,2024-02-21,2026-01-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,voucherify.io,2015-04-17,2024-07-10,2026-04-17,"GoDaddy.com, LLC",,,
0.0,walmart.com.sv,,,,,,,0.0
1.0,walmartstores.com,2000-01-06,2025-01-02,2026-01-06,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,1.0
2.0,wapfmkmi.ru,2022-12-21,,2025-12-21,RU-CENTER-RU,,,2.0
3.0,wasserstein-home.com,2015-06-04,2024-06-04,2026-06-04,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,3.0
4.0,watereducation.org,2000-10-29,2020-08-30,2025-10-30,"Network Solutions, LLC",domain.operations@web.com,https://web.com,4.0
5.0,watermagazine.co.uk,2021-10-04,2024-09-17,2026-10-04,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,5.0
6.0,waterqualitycompliance.com,2012-08-31,2024-09-01,2026-08-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,6.0
7.0,wcsdk12.org,2021-03-05,2024-08-09,2026-03-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,7.0
8.0,wdscylla.de,,2019-07-18,,,,,8.0
9.0,we-connect.io,2018-08-02,2024-07-08,2025-08-02,NAMECHEAP INC,,,9.0
10.0,weather-and-climate.com,2009-11-24,2025-01-22,2025-11-24,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,10.0
11.0,webinaris.co,2013-05-14,2024-05-17,2025-05-13,Domainbox Limited,,,11.0
12.0,wellgate.com,2001-07-01,2023-02-28,2031-07-01,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,12.0
13.0,wellnessbykay.com,2019-03-01,2025-02-05,2026-03-01,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,13.0
14.0,wepost.cn,2013-03-23,,2025-03-23,阿里云计算有限公司（万网）,dingjiecai@163.com,https://163.com,14.0
15.0,wepss.com,2009-11-30,2024-05-18,2025-11-30,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,15.0
16.0,werd.com,1998-01-16,2025-01-13,2026-01-15,Moniker Online Services LLC,abuse@moniker.com,https://moniker.com,16.0
17.0,werk21system.de,,2024-12-30,,,,,17.0
18.0,westelm.co.uk,2011-01-27,2024-12-26,2027-01-27,Markmonitor Inc. [Tag = MARKMONITOR],,,18.0
19.0,westernrifleshooters.us,2020-06-09,2024-05-07,2025-06-09,Tucows Domains Inc.,compliance@tucows.com,https://tucows.com,19.0
20.0,weward.app,2018-11-22,2025-01-06,2025-11-22,"OVH, SAS",abuse@ovh.net,https://ovh.net,20.0
21.0,whatsondisneyplus.com,2018-11-08,2021-10-30,2026-11-08,IONOS SE,abuse@ionos.com,https://ionos.com,21.0
22.0,wheelsjoint.com,2019-01-06,2024-05-03,2030-01-06,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,22.0
23.0,wheelzy.com,2016-03-03,2022-10-18,2030-03-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,23.0
24.0,whiskyhort.com,2014-08-27,2024-10-16,2025-08-27,Cronon GmbH,abuse-domains@cronon.net,https://cronon.net,24.0
25.0,whiteimage.eu,,,,Internet Resources Management SRL,,,25.0
26.0,wifi8.com,2012-09-29,2024-10-15,2025-09-29,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,26.0
27.0,wikichip.org,2013-11-29,2024-11-19,2025-11-29,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,27.0
28.0,wildeeasttownehonda.com,2008-05-06,2024-08-02,2025-06-01,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,28.0
29.0,windrocospassayer-2dgenuiralus.com,,,,,,,29.0
30.0,winginnovation.io,2023-06-16,2024-06-10,2025-06-16,"Cloudflare, Inc",,,30.0
